"Sira";"Hat Adi";"kV";"Durum";"Neden";"Aktif ID Adedi";"Kaynakta Bulunan Aktif ID";"Panel MW";"Panel MVAR";"Panel Yuklenme (%)";"Aktif SCADA IDler";"Reaktif SCADA IDler";"Alias Potansiyeli";"Alias Notu";"Kaynak Deger Ozet"
"1";"400kV AKSA GÖYNÜK TES -> GÖYNÜK - ADAPAZARI EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"771,69";"-64,44";"53,59";"4dd216cd-e7ed-4b05-8cb5-4b0d221378bf";"41e10097-19fc-4781-b79d-e2365c89d439";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"771.68"
"2";"400kV ADAPAZARI -> GÖYNÜK - AKSA GÖYNÜK TES EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-736,21";"118,03";"51,13";"73371930-0ed1-4392-be63-1033343c1953";"9fe05990-78c8-4abe-95d4-4b9e16c4ce82";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-736.49"
"3";"400kV KANGAL TES - DEÇEKO EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"924,14";"-105,80";"42,39";"016fa5af-f7db-4573-8b57-2fd7c19c810e | 38861404-c1d8-4091-b822-a960d8910b56";"8f5f318c-550f-4b67-95c8-94c75d932c07 | 5fd1f0e4-e421-42c6-9626-8ecaa8c132ec";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"923.97"
"4";"400kV GÜRAĞAÇ - SEYİTÖMER TES EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"-612,77";"";"42,26";"0dc53a47-6adb-413c-a6c8-c091fc28955f | 3dfdee6a-3aea-4346-bc44-9e4a2da5610e";"239c31f5-e41f-44c1-89c2-3643d8ca3af6 | 30616098-afa8-4d27-abc6-009270170585";"still-ambiguous";"Alias eslestirme olsa bile uc degerler ayrisik kaliyor.";"-613.56 | 637.68"
"5";"400kV KAYABAŞI - DEÇEKO EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-886,69";"106,68";"40,67";"e80da1cf-9bcb-46fa-8067-e89504151259 | 47826f6f-1bdf-4f63-a9c1-fbca3a0f6ad1";"fde0cf86-a262-4cea-b0c6-54a8cea779fd | 46480544-a5b6-4307-883b-3df70a4e652e";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-886.54"
"6";"400kV KURŞUNLU - KAYABAŞI EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-879,09";"-176,29";"40,33";"7bca3d04-3a64-453d-bd26-6238a4ee417f | 715fe227-bae5-4538-80bd-b9181ed59594";"cbdf16d0-eaee-408a-9ff3-85815c927660 | b538ad62-f632-4234-8eec-aa41d3a26ce5";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-879.17"
"7";"400kV SEYİTÖMER TES - AFYON2 EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"527,89";"-18,58";"36,41";"2bf6fc4f-8480-491e-9556-e63002e16a0f | 3b8a7fca-a7fa-4c1f-92f5-777a54e6ddbf";"290b8010-8dee-4fe1-956d-026e9588d2cf | b6e6bdea-a4ad-4700-ab20-62577d93a092";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"528.34"
"8";"400kV TEPEÖREN - KOCAELİ EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-516,53";"106,72";"35,62";"08e766d7-cff7-4353-ab8c-023af54330a9 | d8a4a161-c1f7-4045-8311-481b238b6550";"0f311ca3-58ec-4b1a-b1b1-430f5a4710f0 | 46a5cf09-ce11-4cbd-a9fa-b41e0df742a1";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-529.80"
"9";"400kV İKİTELLİ - HABİBLER EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-753,81";"37,00";"34,58";"45a1ede5-5d37-4762-8086-41de7e5ea8ef";"0653913e-df82-44b9-926b-8d0094999fa5";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-753.96"
"10";"400kV ATATÜRK HES - HİLVAN EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"2";"1";"749,33";"-27,85";"34,37";"d8f59b39-4d83-4a65-966a-9937e75a54ae | 910bb58f-a0a0-4e71-952d-db328ba5ab4f";"17b1739b-d32f-4f25-9009-c5e8d239b3b4 | 9eac6627-938e-4d08-845d-232f007f5faf";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"748.86"
"11";"400kV YEŞİLHİSAR - TEMELLİ - KUZEY EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"902,64";"-105,95";"34,32";"f74f5067-e2eb-4de6-85df-61723d02980f";"56c166cd-d9ce-46b3-98dc-b9f435ee706b";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"902.97"
"12";"400kV YEŞİLHİSAR - TEMELLİ - GÜNEY EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"892,54";"-93,53";"33,94";"8eb54664-7d2d-4ede-a7e4-515e8ed3b231";"82dd75aa-95e1-4728-9351-4ac8ad70cb46";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"892.86"
"13";"400kV TEMELLİ - YEŞİLHİSAR - GÜNEY EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-846,57";"42,51";"32,19";"eed09e0b-4cc9-4f8f-88df-37331c436282";"96db5265-6d42-40e9-a7ee-695a7d1a05d3";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-846.91"
"14";"400kV TEMELLİ - YEŞİLHİSAR - KUZEY EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-845,45";"38,09";"32,15";"6a3bb442-e105-48ff-812e-3137afbc41c4";"ed1a0620-b275-4787-9b2f-48856ec14155";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-845.73"
"15";"400kV ADAPAZARI - OSMANCA EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"418,32";"";"28,85";"a3d58bd9-1a13-4bb7-a73d-219b4feb196f | 6495cf9f-2b60-4e6c-8272-332d7e5bcbaa";"f4c0cc0d-f273-4d10-9a7f-c0e3d3048392 | 311ea539-db08-4fe2-98e3-bb5d8b057ec3";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-385.05"
"16";"400kV ATATÜRK HES - BAŞPINAR OSB EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"2";"1";"-624,63";"17,02";"28,65";"124dacdc-9db1-452b-972f-52b42807a3bb | 34a5762c-220a-4712-90fc-542b7d6871d7";"e9e6be62-5d22-42c5-bb1c-e2d6c4314347 | 010559ff-f1bd-49a5-9947-ea1ebe076f74";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-624.25"
"17";"400kV YENİ DGKÇ - ATAŞEHİR EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-295,30";"46,07";"28,39";"3d17e0c8-f550-4bf2-bec7-0725fbd2aaa8 | 0b8c9e58-1fc2-475a-ab7f-9f8ab08cd0ea";"1a1a1f2d-daa9-434e-ac38-a4a1aedd5461 | e93dee8b-80a8-419c-826c-d41f267ab933";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-295.33"
"18";"400kV BAĞLUM - KAYABAŞI EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-615,67";"140,89";"28,24";"1665f084-81de-418c-ad22-29708aac5433 | aa566365-52cc-4076-887b-b04b073fb4f6";"2476aa63-d0b6-4533-b528-481ec7cdc409 | 2d5cabcd-1f65-488d-bfe3-561469f91bec";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-618.77"
"19";"400kV YENİ DGKÇ - MAKİNA OSB EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"735,61";"-169,68";"27,97";"e74d7678-4344-4eea-a465-8edab3a2c9fa | 66c284da-4eb3-41e9-91a5-669e9c41502b";"68d9b7f0-a557-43dc-a5ec-3a35526c7df2 | 030c9237-0187-41a7-9ba7-6f635b3de00b";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"735.68"
"20";"400kV KARAKOÇAN - BEYHAN1 HES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-728,97";"101,16";"27,72";"93fb2643-9fdf-4411-8b36-d491e1a8c224 | f2d8331b-2555-4554-b2e3-f18b677053f6";"5e1326f8-eefd-459e-8f1f-e534e16ab399 | 630f3a30-f769-4bac-bd89-57412fdf44d2";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-729.17"
"21";"400kV OYMAPINAR - ERMENEK HES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"416,16";"0,61";"27,56";"465aacd8-4558-471f-bd53-f831c3b4a92b | 22a0dcc5-bc49-43b8-87cd-2fc553f5a3e3";"1d1b4671-866e-4072-a525-bfc6df06e790 | 03e4b00b-a897-4f14-8f70-a0d10c650e25";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-383.78"
"22";"400kV KAYABAŞI - REŞADİYE EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"652,00";"-59,64";"24,79";"e15ccc92-9e42-407a-a58c-424687916c37 | 5070aaf8-f9f7-4d8f-b9a9-03e7ef3c10b9";"c0b24653-b820-41c8-afd4-48dc62b0e82f | 81c69f41-97d2-4241-857f-42568c3f9458";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"651.97"
"23";"400kV DİLİSKELESİ GİS -> ÇOLAKOĞLU - DİLERÇELİK EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"252,82";"23,23";"24,31";"f3eca53d-265a-4ac6-b3ee-6626b4d8d1fc";"df8e582a-8bb7-499a-8269-7d6a7d443823";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"252.90"
"24";"400kV BEYHAN1 HES - AŞAĞI KALEKÖY HES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"638,77";"15,36";"24,29";"0614fcd3-1741-41b9-a0ae-0430db2e1bf0 | 3413ebfb-fd37-462c-8298-7830fb2d6596";"dddab46f-ca69-4f14-a55a-0a6fd2f2f9d2 | 20608fd2-6114-45af-befa-758bfe98bb17";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"638.63"
"25";"400kV GELİBOLU - BEKİRLİ TES - II EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"227,45";"-69,35";"21,87";"ea5e1646-0629-465e-b282-fa60b6ff280b | 3575b84a-6add-4d2e-a0d2-eb22a61296a0";"ee2e9373-e32f-4cb7-803c-8bce7ec2d96b | e72ab12b-1a03-4abb-81fc-efa365335249";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (26.21 MW).";"227.74 | -201.52"
"26";"400kV ÇOBANBEYLİ - ATATÜRK HES EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-465,87";"21,52";"21,37";"127d66f0-d185-4b38-9847-437c75bcf8bf";"1970da0e-0382-4748-baf7-d9da128ab01c";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-465.96"
"27";"400kV SIRRIN - ELGÜN EİH";"400";"matched-tolerance";"Ayni yonlu coklu aday tolerans icinde (39.22 MW).";"2";"2";"-455,13";"30,84";"20,88";"93c9f346-22da-44b0-a0c8-b9b0e171487b | 60a12000-80cf-42c8-a3bf-234aedb1aabb";"0d3ead18-1a43-41cb-a59a-c13abe2bbab3 | 5026b9ae-6728-4ba4-854b-d3900de4f1cd";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (39.22 MW).";"-474.69 | -435.47"
"28";"400kV KEMERKÖY TES - YENİKÖY TES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"288,92";"-70,11";"19,93";"2f1359c3-2dcc-4cfb-afc1-cd0e5e3c0265 | 14a0b813-e2ed-42a6-bd80-d4e0afe96591";"9927e801-abe0-4df6-9870-bcda770b559e | e674fd38-3857-47ea-8126-cdab03f3f94d";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"288.78"
"29";"400kV PAŞAKÖY - ADA1 DGKÇ EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"511,51";"";"19,45";"f05cf4bd-5958-4812-902d-9be274395a31 | d553283f-0fea-4ac2-9da1-5b63fef8b4d8";"78e662dd-ba7b-44ce-8ac4-c33f01fd3da1 | eac89ef4-fd62-4bb7-8eeb-a6507020da3b";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"511.97"
"30";"400kV YEŞİLHİSAR - ATATÜRK - KUZEY EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-504,19";"31,61";"19,17";"a95265e7-80a2-43c1-b730-136b67d3aa6f";"c8eea3b1-2aa9-435c-a28b-7bd22fe75c40";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-504.19"
"31";"400kV YEŞİLHİSAR - ATATÜRK - GÜNEY EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-504,19";"31,62";"19,17";"a95265e7-80a2-43c1-b730-136b67d3aa6f";"2449371e-788a-4675-aae3-9ec93f3537b1";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-504.19"
"32";"400kV ÜMRANİYE - ATAŞEHİR EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-197,28";"25,23";"18,97";"d4f2bfa1-290e-4dd3-9fd0-7587a6fcb1d9 | d4656eee-6a72-41e2-bd83-2d71b17746a6";"60fbdeb9-32fe-4a97-8c16-5f0798969e53 | 39204757-8764-46f3-af44-c2f8808089b9";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-203.15"
"33";"400kV CENGİZ DGKÇ - ÇARŞAMBA EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"-410,96";"68,58";"18,85";"28f96382-d758-4735-a8ef-3f056adf0831 | 79226630-73c7-4fa8-b46a-dc079a6e693e";"214dd600-790e-453b-909b-6dcd2daf5f00 | dde42a81-a50f-4075-a9f7-6f77cfa3abc4";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (6.69 MW).";"-411.10 | 417.78"
"34";"400kV DAVUTPAŞA - İKİTELLİ EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-185,51";"-64,12";"17,84";"f09e5593-53fa-40a4-9e6a-f3bfbcc81b63";"1772e593-26d4-4434-837b-438f21542b40";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-185.60"
"35";"400kV KARTAL - YENİ DGKÇ EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-386,57";"";"17,73";"2a35f99e-415a-48e8-9c67-594684fe037e | 6a97b03c-4f29-4c46-b55c-f4e99c49755f";"fd34d283-ea6d-4fe7-b934-09efde415cfa | 82031c1c-9b2a-4311-b5ad-43e55037e5e8";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-386.65"
"36";"400kV IŞIKLAR - MORSAN EİH";"400";"matched-tolerance";"Ayni yonlu coklu aday tolerans icinde (27.12 MW).";"2";"2";"465,18";"-34,45";"17,69";"c9e15fc3-f520-4bb9-82f6-71963a0478c8 | 2e189ba7-f874-48a0-bfd0-de660d6fe1b3";"7772b5f9-9338-4e54-8282-b9fca7481b05 | 3d47f68c-1ee2-4843-ba66-0acbc69745e7";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (27.12 MW).";"465.48 | 438.36"
"37";"400kV ÇAN HAVZA - SOMA-B EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"2";"1";"-350,18";"17,83";"16,06";"3bfc6767-aed1-4b59-8d77-d41431e97849 | 1afbff72-3c92-4c45-9747-8617fbc8b15e";"a6ff4eb3-281d-45d7-885c-1400ef60124b | c56db674-1ba5-49d3-995a-3caca9e1118b";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-350.41"
"38";"400kV BİRECİK HES -> ATATÜRK HES - ZEUGMA EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-232,71";"-65,29";"16,05";"b19be299-5175-40e1-a861-4b54087fe8a2";"c32c0a3d-3d6a-4091-94ac-b3a8a665c6fb";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-232.65"
"39";"400kV İÇDAŞ - BANDIRMA DGKÇ EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"345,41";"-92,63";"15,84";"7162e406-de9b-409b-848c-a208cf4bbad7 | 38b70def-eeb2-4b1a-8338-620515076b14";"a795d7be-9ce3-4010-80a6-df44a884a4f9 | aaf52fdc-cb0f-4cf9-a081-e044faad616e";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"344.47"
"40";"400kV KEMERKÖY TES - YATAĞAN TES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-227,72";"";"15,70";"acde1677-6fb7-45a8-964d-95e682ff0039 | bc563249-fc3f-4fe2-b9f8-03c874fcd440";"d40c05d7-8887-4f91-8ce8-a88f28e2a9e6 | 96b6dd50-c297-4535-8761-5667b672e602";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-228.11"
"41";"400kV ADANA -> EREĞLİ - SEYDİŞEHİR EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"218,01";"-85,12";"15,03";"239d505a-c3f8-4cba-ac41-27bb737fc81d";"bafd3ccb-4a1d-4083-9276-3f9f6a3695ad";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"217.68"
"42";"400kV ATATÜRK HES - SIRRIN EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"2";"1";"320,55";"-22,46";"14,70";"9c0217fe-053a-4f04-ab35-f1e0e063978b | 75e865e9-940a-4a8e-bdab-24330769cd5b";"e4ae1da3-6967-4503-a341-e4765fbe2aef | b934077a-6b1e-4821-b99c-a36b41d62857";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"320.60"
"43";"400kV GELİBOLU - CENAL TES - I EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"151,10";"-41,67";"14,53";"db7c0c9b-09af-4118-8b7f-21c01f1d0eab | 30f93cf4-42bf-474e-bdc2-f02d8ce56c73";"09cc7c71-0d18-41be-ab4d-8707c340e357 | 13405625-f6f2-49b8-9ce1-635ece38d72e";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (30.21 MW).";"151.00 | -120.79"
"44";"400kV KAYSERİ KAPASİTÖR - ELBİSTAN TES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"205,97";"";"14,20";"1ec4af80-caab-4d0a-9b18-1bcecc5b689f | 7ee64927-e03f-42a8-9b27-e2e543a9531b";"0d831e57-4869-4ed9-bea2-cf4828c1a195 | 1b35e87d-e65e-4530-a75b-05ca22930eb9";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"206.17"
"45";"400kV SİNCAN - TEMELLİ EİH";"400";"matched-tolerance";"Ayni yonlu coklu aday tolerans icinde (16.36 MW).";"2";"2";"362,00";"-106,85";"13,76";"0f35280e-b0a5-47ad-a6c9-cfe1d8866d93 | ddcd0f8c-c0df-48cb-b925-7c9366aee45b";"7912c1ca-051b-4503-8494-89e5805eae6a | 03281fe2-2cda-4edf-97c5-7f8ce63cba50";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (16.36 MW).";"369.88 | 353.53"
"46";"400kV MORSAN -> ALİAĞA-2 - SOMA-B EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"361,59";"-32,31";"13,75";"934e82ed-9545-457c-b951-ed48b15e6f1c";"8c6ff261-12a7-48c6-910e-6fdf51acab91";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"361.51"
"47";"400kV ERZİN - TOSÇELİK EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"185,69";"-101,91";"12,81";"48ef1b2f-00c1-4ec6-8d9e-fc50fb948cde | 40be46b7-7e30-4a3f-ba8b-503147b2ac07";"19815565-a7dc-4a22-b760-87d0d304ab32 | dba7d89b-2afa-4c49-968d-cd028a74daea";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"173.63"
"48";"400kV KAYABAŞI - BİLGİN SAMSUN DGKÇ EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"325,05";"4,13";"12,36";"6f419c20-b06c-48a9-a605-11b2b9cec2ee | 51fbf3c3-b7f2-4bf8-9250-e6fb8d59f296";"629a4506-691f-4459-a9c5-d95c4c82d95c | 2e07a7bf-ac7b-463a-8051-c4a0612a0adc";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"325.12"
"49";"400kV DİYARBAKIR3 - BEYHAN1 HES EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"320,62";"23,93";"12,19";"044fea16-fcd7-43a0-8ec7-f7ed268d4b51 | 35e0adc6-1a2f-4920-a592-ae29ba63b480";"549120f4-56f6-49e6-aea7-080d059f8ca2 | 6e8f60f4-dcf7-4bcc-b205-37e792c1d2b4";"needs-better-alias";"Alias katmani olmadan terminal yonu belirlenemiyor.";"320.86 | -337.15"
"50";"400kV KAYABAŞI - ÇARŞAMBA EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-173,66";"-16,38";"11,98";"562e056e-7667-480c-92e1-b66faf8c5526 | 5ca20bc5-0897-4f83-9374-958a34f50a38";"8a1dd10c-5614-4c25-b6ce-b930f6a1ddab | 09029670-04c9-4cf1-bb95-5efd2f8edc70";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-173.58"
"51";"400kV ÇARŞAMBA - HASAN UĞURLU HES - I EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"2";"1";"-172,72";"20,05";"11,91";"a50b1c42-ae51-4a50-869e-5055adf9cb49 | 80c0fd78-8905-41cb-9823-0b093c78c4cc";"605650cb-08b0-4d13-a234-adff3b0851b4 | 2f953b60-b7bd-484b-bc05-63d7b1d40ffc";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-172.35"
"52";"400kV SEYİTÖMER TES - ESKİŞEHİR3 EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"-170,53";"";"11,84";"a3689b11-f8be-4154-b023-c71b32b54640 | d15aed53-4640-4822-9349-b6eb79bf6c82";"626ba5ca-4223-4c9a-b686-6cae9ddea0b9 | e8edabde-39e3-41df-bf40-199b710c985b";"needs-better-alias";"Alias katmani olmadan terminal yonu belirlenemiyor.";"-170.42 | 186.13"
"53";"400kV DİYARBAKIR3 - KARAKAYA HES - II EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"2";"1";"-290,62";"56,59";"11,05";"475caa89-1090-4319-80ba-43dd7c825d46 | 3ccc28d0-6917-4002-9653-5d5b8d72daef";"4c7d0b87-da3b-4d91-a191-3b6223465c3b | 904066a2-e85c-4f7c-8734-bed5bf52465a";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-290.72"
"54";"400kV VAN2 -> SİİRT 380 - ALPASLAN2 HES EİH";"400";"matched-single";"Tek aktif aday kaynakta bulundu.";"1";"1";"-290,02";"111,89";"11,03";"7948f16d-fedc-4291-bae4-f24caa089396";"f9806b05-182f-463a-817a-a2efd1e4dbfb";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-290.08"
"55";"400kV VARSAK - OYMAPINAR HES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-284,65";"55,88";"10,82";"19ec463c-d072-434e-add0-68e24d48974e | f311e34a-3c96-4b77-b732-5b3dea7c3945";"ab79ae04-e7ef-4a77-a0c1-ec8796b6363c | 48a96029-4aa3-4775-bf53-3e5191aed823";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-284.80"
"56";"400kV TÜRKGÜCÜ - GELİBOLU EİH";"400";"matched-tolerance";"Ayni yonlu coklu aday tolerans icinde (35.02 MW).";"2";"2";"-271,95";"-57,95";"10,34";"b05d81d2-c2c0-4db9-952b-9613cbd79ac2 | 81db3bd3-349f-4058-af1b-29d0167954e9";"891a64cc-9f9b-4418-ac14-afbb0f214e83 | 3a3930b8-3f6f-48c0-95c0-d66cd8bbaa44";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (35.02 MW).";"-289.63 | -254.61"
"57";"400kV BORÇKA HES - DERİNER HES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"220,92";"-48,79";"10,13";"3273c4de-7eba-4a77-bc5f-77ffaddb7e18 | ba0299bd-6f39-4ef0-95c0-b6ecc4bf1e13";"62343e7a-ebaf-4fbb-beb7-feef990f6958 | 092da0d1-e0d3-44d1-bce3-a7da61634704";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"220.83"
"58";"400kV BANDIRMA DGKÇ - CENAL TES EİH";"400";"matched-single";"En yeni aktif aday tekil secildi.";"2";"2";"-258,16";"31,74";"9,82";"f12ca52b-0a8f-4744-8df5-69fa0e8fd9de | 25b50046-e8ab-435d-ae9f-bcb772089b08";"7f96d0f3-4790-4833-a843-6456a30e6a9e | b392b050-77f0-46c3-95c9-11bfb75bcc1f";"would-resolve";"Alias-aware yon eslestirme ile tekil secim korunur.";"-256.93"
"59";"400kV YEŞİLHİSAR - KOZAN HAVZA - I EİH";"400";"ambiguous-live";"Coklu aday var; kaynak terminal adlari TM adlariyla exact eslesmedigi icin yon normalize edilemiyor.";"2";"2";"-244,83";"37,71";"9,31";"ae57f718-6d8f-4f0b-8e58-8949af04e2df | 6f40e0d8-9060-4ca3-bd44-5fefb1f4b90f";"e54f7541-622c-41be-aff0-6d66a301e7ed | 187ac1f5-a97f-4214-ab81-ba2b1f317f8f";"still-ambiguous";"Alias eslestirme olsa bile uc degerler ayrisik kaliyor.";"273.56 | -245.13"
"60";"400kV IŞIKLAR - UŞAK400 EİH";"400";"matched-tolerance";"Ayni yonlu coklu aday tolerans icinde (28.60 MW).";"2";"2";"-131,29";"-18,88";"9,12";"69bb4631-d7d5-467c-b2d5-fc2bb7536693 | 2779aab6-1d1f-40f4-abbd-1abc634d6639";"5c5bde75-afc3-48a2-ac38-57ca70f4d78c | b68f739f-7f18-441f-ad24-abcfc14ef8b0";"would-resolve";"Alias-aware yon eslestirme ile tolerans icinde birlesir (28.60 MW).";"-117.17 | -145.77"
